,,,,,CPX,,,,OC,,,,,,CL,,,,,,GS,,,,,,OCG,,,,,,,
instance,k/|V|,weight,|V|,|E|,T,EG,#N,GI,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C(OC),#C(CL),#C(GS),ST
39,60%,unit,6795,10620,3524.8,0.9,565486,0,111.3,NA,14945,100.0,6939,5.8,3501.3,0.6,436001,0,780,0.8,3434.8,0.9,534933,0,0,1.8,75.3,NA,2076,100.0,22292,390,0,20.8
41,60%,unit,200,1023,3480.7,2.1,1477285,0,3474.5,0.5,307201,40.9,2081,1.4,3443.5,0.6,531688,32.1,362,0.7,3475.1,2.1,1613044,0,156,2.7,3454.5,0.4,262501,43.1,2210,163,156,2.0
43,60%,unit,200,841,3502.9,2.0,1276201,0,2376.9,NA,324587,51.5,1321,0.8,3483.4,0.4,736601,46.1,338,1.1,3503.8,2.0,1270970,0,158,2.1,2835.6,NA,357618,53.4,1845,196,316,2.0
45,60%,unit,200,1020,3468.7,1.4,1767301,0,1460.7,NA,127130,35.1,1796,0.8,3521.5,0.9,1048801,0,185,1.7,3489.2,1.5,1630326,0,490,2.9,2753.3,NA,217660,34.2,2710,144,160,1.8
47,60%,unit,200,1093,3472.5,1.8,1322645,0,2155.3,NA,169207,44.0,1839,0.8,3459.4,0.7,712601,10.6,231,1.2,3430.9,1.9,1251183,0,610,2.1,1286.8,NA,94701,44.1,2246,151,310,1.1
49,60%,unit,200,933,3473.8,1.4,1469601,0,1429.6,NA,174869,33.5,1963,0.9,3513.9,0.8,1457301,0,131,2.1,3533.6,1.4,1644732,0,612,3.2,1236.6,NA,144963,33.7,2063,119,159,1.2
51,60%,unit,200,1098,3503.6,1.8,1126301,0,2379.0,NA,166466,46.1,2285,1.0,3502.7,0.5,577401,30.9,378,0.7,3519.7,2.0,1221101,0,616,2.0,1572.3,NA,116900,46.5,2027,206,318,1.2
53,60%,unit,200,1026,3501.9,2.1,1382929,0,3519.0,0.5,292101,40.0,2081,1.4,3427.9,0.9,721001,9.1,223,1.0,3504.3,2.2,1364517,0,160,2.4,3511.3,0.5,251801,39.6,2233,146,306,2.2
55,60%,unit,200,938,3512.6,1.1,1626801,0,547.4,NA,76768,27.8,1449,0.4,3303.4,NA,1022850,13.6,216,1.1,3537.4,1.2,1735501,0,607,3.0,599.3,NA,71319,27.2,1969,116,155,1.0
57,60%,unit,200,1160,3481.2,2.0,1082102,0,3073.2,NA,223259,48.6,1862,0.9,3503.2,0.6,412701,42.5,578,0.7,3535.3,2.1,1209481,0,613,2.2,3464.8,0.2,232366,47.0,1967,271,159,1.9
59,60%,unit,200,961,3558.7,1.5,1504404,0,1342.1,NA,192156,39.8,1986,0.8,3515.4,0.3,912542,27.5,292,1.1,3484.6,1.5,1943401,0,282,3.7,1653.3,NA,219598,40.6,1879,135,296,1.4
61,60%,unit,200,931,3484.0,1.3,1596601,0,501.2,NA,57808,34.3,2191,0.9,3513.7,0.7,1350301,0,129,1.9,3522.5,1.2,1460065,0,462,2.6,1016.0,NA,134026,28.6,1626,103,312,1.0
63,60%,unit,200,1011,3440.6,2.1,1670648,0,3478.9,0.7,261618,33.6,1682,1.1,3522.7,1.1,716001,7.6,174,1.3,3444.2,1.9,1443620,0,476,2.9,3509.2,0.4,259301,37.7,2375,122,320,2.2
65,60%,unit,200,1011,3494.2,1.8,1375198,0,1459.7,NA,141096,39.5,2179,0.8,3510.7,0.4,659530,29.2,244,0.8,3515.4,1.6,1356157,0,158,2.3,1435.4,NA,120251,40.8,2394,123,316,1.2
67,60%,unit,200,1174,3450.9,1.9,1145604,0,1310.9,NA,74710,53.3,2273,0.9,3500.2,0.4,507309,37.6,389,0.7,3440.1,1.7,1063515,0,638,2.1,1588.5,NA,82630,54.2,2610,230,160,1.6
69,60%,unit,200,1083,3498.6,1.9,1434863,0,1075.1,NA,90145,44.3,2418,0.9,3472.4,0.4,551148,37.3,412,0.6,3484.2,1.8,1270584,0,310,2.4,2021.8,NA,220874,43.0,1693,185,160,1.5
71,60%,unit,200,952,3514.4,1.3,1708774,0,284.8,NA,26006,43.0,1772,0.6,1167.3,NA,238116,24.9,217,0.3,3517.1,1.4,1595431,0,465,3.0,271.0,NA,23534,41.9,2259,115,159,1.0
73,60%,unit,200,1078,3516.4,1.9,1617212,0,3488.6,0.5,269664,35.0,1876,1.1,3521.9,0.6,532801,26.6,319,0.9,3528.2,2.2,1423902,0,628,2.8,3496.7,0.5,262801,39.5,1986,157,315,2.4
75,60%,unit,26300,41500,3400.5,1.3,50601,0,3439.4,<0.1,55942,97.4,16057,42.0,3536.4,1.3,51984,0,1044,<0.1,3463.0,1.3,48731,0,0,0.1,3513.9,<0.1,45301,97.4,26257,522,0,125.8
77,60%,unit,200,961,3509.6,1.4,1442618,0,1356.7,NA,192156,39.8,1986,0.9,3500.0,0.3,892101,27.5,292,1.1,3524.5,1.4,1904201,0,282,3.4,1697.0,NA,219598,40.6,1879,135,296,1.7
79,60%,unit,26300,41500,3530.8,1.3,68801,0,3530.1,<0.1,71801,97.4,17392,46.0,3467.9,1.3,59301,0,1044,0.2,3474.7,1.3,67801,0,0,0.1,3517.8,<0.1,73560,97.4,27034,522,0,92.1
81,60%,unit,199,1091,3458.2,2.4,1182998,0,3535.4,0.8,192801,42.0,2017,1.0,3586.6,1.1,495201,29.5,348,0.9,3535.8,2.4,1211901,0,476,2.4,3535.7,0.6,182901,43.7,2600,176,159,1.9
83,60%,unit,200,1172,3549.0,2.8,1265501,0,3574.9,0.8,178738,44.0,2588,1.5,3520.6,1.2,482027,31.8,429,0.6,3470.3,2.8,985790,0,316,1.8,3575.1,1.0,197501,42.4,2226,233,158,2.4
85,60%,unit,11470,17408,3522.7,0.9,219701,0,3485.9,<0.1,29659,98.7,6033,40.0,3515.2,1.0,221301,0,860,0.4,3510.2,0.9,201801,0,0,2.5,3060.7,NA,17325,98.7,22763,430,0,213.7
87,60%,unit,13590,21240,3538.8,0.9,171101,0,3513.2,<0.1,85101,98.4,11992,39.9,3493.9,0.7,156501,0,892,0.2,3542.2,0.9,169201,0,0,3.3,3442.4,<0.1,133804,98.4,24990,446,0,160.8
89,60%,unit,57316,77978,3284.3,NA,30501,100.0,3219.2,NA,68001,100.0,10735,1.5,3316.1,NA,46701,100.0,1272,0.1,3323.9,NA,29801,100.0,0,<0.1,346.0,NA,1,100.0,16444,1377,0,2.3
91,60%,unit,200,1163,3521.4,3.2,1487836,0,3509.8,1.1,222401,43.0,1787,1.3,3503.9,1.3,402501,36.0,656,0.8,3554.0,3.1,1576155,0,482,2.8,3494.3,1.1,188701,43.2,1890,236,159,2.2
93,60%,unit,200,1162,3529.5,2.7,1237329,0,3529.7,0.8,205501,42.6,1724,1.0,3538.9,1.2,490115,30.5,538,0.8,3529.4,2.4,1360042,0,490,2.4,3514.0,0.6,181978,43.4,2337,206,317,2.1
95,60%,unit,15783,24663,3482.0,0.8,109101,0,3503.4,<0.1,63306,98.6,13609,42.8,3544.9,0.7,114001,0,924,0.2,3544.7,0.8,120301,0,0,4.7,3481.3,<0.1,101148,98.6,24839,462,0,172.1
97,60%,unit,18096,28281,3537.2,0.9,129301,0,3501.0,<0.1,59382,98.2,12898,47.8,3466.3,1.1,86701,0,952,0.2,3555.2,0.9,126701,0,0,6.5,3490.7,<0.1,51301,98.2,25068,476,0,112.3
99,60%,unit,26300,41500,3577.1,1.3,49603,0,3507.2,<0.1,48401,97.7,17425,45.3,3537.0,1.3,48101,0,1044,0.1,3512.8,1.3,48301,0,0,<0.1,3465.9,<0.1,66001,97.7,27030,522,0,84.8
101,60%,unit,26300,41500,3565.0,1.3,55429,0,3541.2,<0.1,79201,98.5,14112,45.7,3558.2,1.3,46501,0,1044,0.1,3415.1,1.3,53201,0,0,0.1,3400.9,<0.1,64623,98.5,27131,522,0,115.4
103,60%,unit,15783,24663,3522.9,0.8,130501,0,3533.9,<0.1,62001,99.0,12238,49.4,3533.7,0.7,133201,0,924,0.3,3576.9,0.8,130101,0,0,5.1,3526.2,<0.1,101901,99.0,23780,462,0,145.0
105,60%,unit,26300,41500,3426.8,1.3,49901,0,3590.4,<0.1,77666,97.6,14187,45.6,3557.9,1.3,53501,0,1044,0.1,3536.7,1.3,51901,0,0,0.1,3501.9,<0.1,55167,97.6,28064,522,0,135.0
107,60%,unit,13590,21240,3505.4,0.9,187001,0,3530.6,<0.1,68201,98.4,13373,46.5,3559.0,0.6,180301,0,892,0.4,3552.0,0.9,186301,0,0,4.3,3560.4,<0.1,93101,98.4,23427,446,0,176.4
109,60%,unit,66992,90970,3344.2,NA,23101,100.0,3441.4,NA,50201,100.0,11435,1.4,3447.9,NA,43301,100.0,1332,0.1,3280.7,NA,22401,100.0,0,<0.1,591.7,NA,1,100.0,14118,3315,0,1.8
111,60%,unit,450,17831,3532.3,12.2,39001,0,3484.5,11.1,9901,19.4,10591,0.1,3510.9,12.4,1,27.2,97868,2.6,3547.0,11.7,36405,<0.1,1083,0.5,3500.9,11.6,1,29.3,10591,92020,722,2.8
113,60%,unit,26300,41500,3549.8,1.3,44401,0,3475.4,<0.1,48790,98.1,15111,45.6,3522.6,1.3,47901,0,1044,0.1,3550.4,1.3,44401,0,0,0.1,3549.2,<0.1,46901,98.1,27395,522,0,155.8
115,60%,unit,18096,28281,3507.1,1.2,88211,0,3586.0,<0.1,68001,97.0,14460,49.1,3484.4,0.7,120801,0,952,0.2,3532.0,1.2,89601,0,0,6.6,3490.4,<0.1,72501,97.0,24289,476,0,157.8
117,60%,unit,18096,28281,3564.7,1.0,99801,0,3569.4,<0.1,69201,98.5,10159,51.5,3494.5,1.1,98101,0,952,0.3,3541.9,1.1,97701,0,0,6.6,3495.6,<0.1,52001,98.5,24634,476,0,206.2
119,60%,unit,18096,28281,3525.6,1.2,89001,0,3584.9,<0.1,54801,97.6,10367,49.0,3479.7,1.2,82601,0,952,0.2,3525.1,1.2,88001,0,0,6.1,3567.8,<0.1,71701,97.6,24551,476,0,227.5
121,60%,unit,18096,28281,3548.3,1.0,125301,0,3525.8,<0.1,71001,97.6,12229,48.2,3502.4,1.1,99401,0,952,0.1,3519.8,1.1,119401,0,0,6.5,3531.4,<0.1,54901,97.6,24764,476,0,198.8
123,60%,unit,26300,41500,3547.7,1.3,66601,0,3560.4,<0.1,66866,97.4,17314,41.6,3471.5,1.3,46101,0,1044,0.1,3552.9,1.3,64501,0,0,0.2,3539.6,<0.1,74878,97.4,27235,522,0,102.3
125,60%,unit,26300,41500,3534.1,1.3,48588,0,3547.8,<0.1,59301,97.7,17100,47.5,3475.6,1.3,46001,0,1044,0.1,3505.1,1.3,48281,0,0,0.1,3576.2,<0.1,55446,97.7,26752,522,0,96.6
127,60%,unit,18096,28281,3572.6,1.2,101901,0,3553.2,<0.1,52881,98.5,11687,50.2,3552.2,1.1,90093,0,952,0.2,3521.5,1.2,99901,0,0,6.8,3546.5,<0.1,49001,98.5,24333,476,0,200.1
129,60%,unit,15783,24663,3532.6,0.8,143317,0,3568.8,<0.1,84301,97.9,11274,48.4,3491.2,0.7,136401,0,924,0.3,3539.7,0.8,138001,0,0,4.8,3545.8,<0.1,55501,97.9,24374,462,0,287.4
131,60%,unit,2980,5360,3567.9,1.2,504032,0,3527.4,<0.1,70128,99.2,2238,7.2,3505.0,<0.1,70322,99.2,522,0.2,3541.4,1.2,495291,0,0,1.2,3560.8,<0.1,73801,99.2,4063,348,0,17.8
133,60%,unit,15783,24663,3522.1,0.8,116381,0,3460.3,<0.1,59301,98.3,12182,47.6,3545.5,0.7,126601,0,924,0.2,3573.3,0.8,115501,0,0,5.0,3561.6,<0.1,66901,98.3,23795,462,0,173.1
135,60%,unit,26300,41500,3577.4,1.3,61401,0,3499.8,<0.1,69601,97.7,18986,43.9,3565.2,1.3,63501,0,1044,0.2,3558.2,1.3,59901,0,0,0.1,3567.0,<0.1,42601,97.7,26629,522,0,127.5
137,60%,unit,26300,41500,3459.9,1.3,51401,0,3519.6,<0.1,86545,98.5,14450,45.6,3562.8,1.3,54603,0,1044,0.2,3518.8,1.3,51228,0,0,0.1,3536.4,<0.1,73416,98.5,27141,522,0,145.8
139,60%,unit,18096,28281,3515.8,1.2,90501,0,3533.3,<0.1,44401,97.6,15164,49.7,3548.4,1.1,86801,0,952,0.2,3539.0,1.2,90656,0,0,6.7,3576.2,<0.1,78478,97.6,25409,476,0,157.3
141,60%,unit,18096,28281,3567.7,1.0,111801,0,3507.6,<0.1,80805,97.9,12984,50.5,3534.8,1.0,93601,0,952,0.2,3575.4,1.0,110411,0,0,6.0,3542.0,<0.1,62906,97.9,24492,476,0,238.4
143,60%,unit,18096,28281,3576.5,1.1,93784,0,3554.0,<0.1,65001,97.3,13457,51.9,3550.8,1.2,88901,0,952,0.3,3569.4,1.1,91110,0,0,6.4,3563.1,<0.1,92445,97.3,25338,476,0,200.2
145,60%,unit,18096,28281,3535.9,0.8,118001,0,3571.7,<0.1,69065,97.0,13656,55.9,3546.4,0.9,110749,0,952,0.3,3526.0,0.8,116501,0,0,7.0,3545.6,<0.1,64601,97.0,24731,476,0,177.1
147,60%,unit,18096,28281,3558.0,0.8,137401,0,3568.9,<0.1,90350,97.6,15152,51.3,3562.0,0.9,117501,0,952,0.2,3550.2,0.8,134201,0,0,6.2,3554.3,<0.1,61201,97.6,25030,476,0,129.9
149,60%,unit,26300,41500,3511.2,1.3,55101,0,3551.6,<0.1,70901,97.2,17413,47.3,3563.7,1.3,52301,0,1044,0.1,3530.3,1.3,55001,0,0,0.1,3555.8,<0.1,61854,97.2,27466,522,0,86.9
151,60%,unit,15783,24663,3517.9,0.8,126401,0,3545.2,<0.1,79301,98.6,11544,47.5,3563.4,0.7,142301,0,924,0.3,3548.7,0.8,122601,0,0,4.7,3560.1,<0.1,85801,98.6,25446,462,0,164.0
153,60%,unit,29076,45570,3494.8,1.3,50501,0,3565.2,<0.1,21841,98.2,17732,46.2,3565.5,1.2,54601,0,1068,0.1,3554.3,1.3,51401,0,0,0.1,3549.8,<0.1,12201,98.2,27444,534,0,126.1
155,60%,unit,26300,41500,3546.2,1.3,62701,0,3521.4,<0.1,70027,97.9,13996,46.5,3513.1,1.3,53201,0,1044,0.1,3524.6,1.3,60553,0,0,0.1,3537.6,<0.1,46601,97.9,26456,522,0,146.9
157,60%,unit,2980,5360,3540.1,1.5,517401,0,3480.6,<0.1,63148,98.5,2309,6.9,3579.2,0.1,56941,98.5,632,<0.1,3426.8,1.5,498201,0,0,1.2,3576.0,<0.1,68401,98.5,6070,348,0,29.6
159,60%,unit,18096,28281,3563.2,1.0,118901,0,3526.8,<0.1,76501,97.3,14581,48.6,3510.2,1.0,108101,0,952,0.3,3544.8,1.0,120301,0,0,6.7,3545.8,<0.1,84627,97.3,25950,476,0,138.2
161,60%,unit,138141,227241,3591.7,11.0,1,35.9,3580.1,4.5,82,0,12000,0.4,3592.0,11.0,1,36.4,2175,0.1,3591.8,11.0,1,35.9,0,0,3593.0,6.4,1,0.6,12000,3840,0,0.6
163,60%,unit,18096,28281,3520.8,0.8,121101,0,3571.8,<0.1,60201,97.6,14127,49.9,3563.0,0.9,119801,0,952,0.2,3535.6,0.9,121201,0,0,6.1,3550.7,<0.1,64171,97.6,24555,476,0,147.6
165,60%,unit,18096,28281,3424.4,0.8,114701,0,3429.0,<0.1,59101,98.2,12260,46.7,3478.1,1.0,113501,0,952,0.3,3491.2,0.8,115001,0,0,6.2,3491.1,<0.1,69701,98.2,24890,476,0,154.0
167,60%,unit,15783,24663,3547.7,0.8,156401,0,3530.4,<0.1,68501,98.6,10878,47.0,3535.6,0.7,140201,0,924,0.3,3463.4,0.8,153601,0,0,4.9,3575.4,<0.1,85415,98.6,24821,462,0,183.1
169,60%,unit,4768,8576,3494.1,1.7,305301,0,3552.7,<0.1,38701,99.1,3051,23.0,3564.4,<0.1,35067,99.1,947,0.1,3536.1,1.7,298826,0,0,1.2,3515.1,<0.1,38810,99.1,15579,372,0,123.5
171,60%,unit,18096,28281,3562.5,0.8,130701,0,3514.0,<0.1,52301,97.0,12675,48.8,3508.4,1.0,109301,0,952,0.2,3528.0,0.8,131301,0,0,6.1,3563.3,<0.1,62901,97.0,24696,476,0,200.0
173,60%,unit,56860,77264,3321.4,NA,28501,100.0,1921.7,NA,22001,100.0,10602,1.3,3042.4,NA,31001,100.0,1268,0.1,3256.4,NA,27301,100.0,0,0.1,352.3,NA,1,100.0,19084,1035,0,2.6
175,60%,unit,3523,6446,3527.6,1.5,411901,0,3539.5,<0.1,41799,100.0,2702,12.3,1382.1,NA,15289,100.0,710,<0.1,3570.2,1.4,418301,0,0,1.1,3527.1,<0.1,35546,100.0,8748,356,0,59.8
177,60%,unit,5066,9112,3526.5,1.8,288601,0,3551.5,0.1,25603,98.3,3598,22.6,3544.5,<0.1,27801,98.3,1007,<0.1,3551.7,1.8,292101,0,0,1.3,3525.7,<0.1,31501,98.3,11042,376,0,92.3
179,60%,unit,15783,24663,3568.5,0.8,155101,0,3578.9,<0.1,75301,97.6,10803,47.8,3544.1,0.7,141401,0,924,0.2,3552.3,0.8,146401,0,0,4.8,3553.3,<0.1,73154,97.6,23894,462,0,211.9
181,60%,unit,18096,28281,3535.8,0.9,139001,0,3536.6,<0.1,59401,97.6,10917,53.6,3557.7,1.1,110101,0,952,0.2,3550.8,0.9,135501,0,0,6.5,3566.1,0.1,85125,97.6,24820,476,0,205.9
183,60%,unit,72420,118362,3514.2,2.0,7711,0,3474.8,0.2,1520,89.9,12000,1.0,3485.7,2.0,10905,0,1396,<0.1,3480.5,2.0,7372,0,0,0.1,3554.2,0.2,2001,89.9,12000,698,0,1.4
185,60%,unit,3523,6446,3552.9,1.7,450701,0,3583.4,0.1,44465,97.7,2846,10.7,3569.4,0.1,40901,97.7,558,0.1,3537.2,1.7,444301,0,0,1.4,3497.7,0.1,31706,97.7,11614,356,0,85.5
187,60%,unit,4227,7734,3519.4,1.8,336501,0,3536.4,0.1,26793,96.2,2972,18.7,3539.4,0.1,28869,96.2,853,0.1,3500.0,1.8,329401,0,0,1.1,3562.2,0.1,24101,96.2,15674,366,0,149.4
189,60%,unit,7400,13600,3511.3,1.7,189701,0,3543.4,0.1,6086,97.8,5073,59.7,3571.7,0.1,10627,97.8,1410,<0.1,3563.5,1.8,186301,0,0,2.1,3575.3,0.1,10301,97.8,22346,402,0,422.5
191,60%,unit,4579,8378,3578.2,1.7,301501,0,3539.2,0.1,19301,97.3,3742,26.0,3492.3,0.1,29901,97.3,933,0.1,3548.0,1.7,291501,0,0,1.3,3531.4,0.1,22401,97.3,17641,370,0,279.7
193,60%,unit,7030,12920,3517.6,1.6,172701,0,3577.8,0.1,13701,98.0,4552,58.8,3435.8,0.1,12048,98.0,1334,<0.1,3581.9,1.7,175901,0,0,1.9,3519.2,0.1,8901,98.0,22504,398,0,417.2
195,60%,unit,1150,81068,3583.0,15.7,7616,0,3580.7,15.6,8001,0,5284,<0.1,3591.5,14.2,1,8.1,4774,0.1,3555.1,15.7,3878,0,3693,7.2,3591.5,14.5,1,6.8,10568,2604,1882,4.6
197,60%,unit,1534,127011,3515.7,14.9,5601,0,3460.4,15.3,5901,0,6684,<0.1,3591.5,14.8,1,4.8,4740,0.1,3509.9,15.5,6801,0,4930,12.8,3591.6,14.7,1,4.7,10026,3555,1228,2.9
199,60%,unit,1534,126163,3439.1,15.4,6501,0,3591.6,15.3,1,4.3,10002,<0.1,3586.4,14.7,1,4.5,4503,0.1,3542.1,15.0,5501,0,4922,13.5,3591.5,14.9,1,4.4,10002,3318,2476,6.9
1,70%,unit,6160,40207,2.1,NA,1,100.0,2.1,NA,1,100.0,0,0,3.2,NA,1,100.0,0,0,2.1,NA,1,100.0,0,0,3.1,NA,1,100.0,0,0,0,0
3,70%,unit,60541,48418,10.9,NA,1,100.0,10.6,NA,1,100.0,0,0,17.0,NA,1,100.0,0,0,10.3,NA,1,100.0,0,0,17.7,NA,1,100.0,0,0,0,0
5,70%,unit,200,798,0.1,NA,1,100.0,0.1,NA,1,100.0,143,<0.1,0.1,NA,1,100.0,26,0,0.1,NA,1,100.0,103,<0.1,0.1,NA,1,100.0,143,26,103,0.1
7,70%,unit,8794,10121,0.5,NA,1,100.0,0.6,NA,1,100.0,0,0,0.9,NA,1,100.0,0,0,0.6,NA,1,100.0,0,0,0.9,NA,1,100.0,0,0,0,0
9,70%,unit,38452,174645,40.7,NA,1,100.0,39.0,NA,1,100.0,3000,<0.1,64.1,NA,1,100.0,331,<0.1,41.1,NA,1,100.0,0,2.6,68.9,NA,1,100.0,3000,331,0,2.5
11,70%,unit,9877,25973,2.2,NA,1,100.0,2.1,NA,1,100.0,0,0,3.4,NA,1,100.0,0,0,2.3,NA,1,100.0,0,0,3.6,NA,1,100.0,0,0,0,0
13,70%,unit,45307,36697,6.7,NA,1,100.0,6.5,NA,1,100.0,0,0,9.4,NA,1,100.0,0,0,6.5,NA,1,100.0,0,0,9.0,NA,1,100.0,0,0,0,0
15,70%,unit,53610,42940,7.8,NA,1,100.0,8.0,NA,1,100.0,0,0,11.9,NA,1,100.0,0,0,7.8,NA,1,100.0,0,0,11.8,NA,1,100.0,0,0,0,0
17,70%,unit,23541,34233,6.1,NA,1,100.0,6.0,NA,1,100.0,0,0,9.0,NA,1,100.0,0,0,5.8,NA,1,100.0,0,0,8.4,NA,1,100.0,0,0,0,0
19,70%,unit,200,862,0.1,NA,1,100.0,0.1,NA,1,100.0,136,0,0.1,NA,1,100.0,29,0,0.1,NA,1,100.0,51,<0.1,0.1,NA,1,100.0,136,24,48,<0.1
21,70%,unit,24765,19655,2.1,NA,1,100.0,2.1,NA,1,100.0,0,0,3.1,NA,1,100.0,0,0,2.1,NA,1,100.0,0,0,3.0,NA,1,100.0,0,0,0,0
23,70%,unit,27717,133665,24.3,NA,1,100.0,24.2,NA,1,100.0,3000,<0.1,37.5,NA,1,100.0,303,<0.1,24.8,NA,1,100.0,0,0.7,38.4,NA,1,100.0,3000,303,0,0.7
25,70%,unit,23194,18295,1.8,NA,1,100.0,1.8,NA,1,100.0,0,0,2.5,NA,1,100.0,0,0,1.8,NA,1,100.0,0,0,2.5,NA,1,100.0,0,0,0,0
27,70%,unit,65866,52435,12.6,NA,1,100.0,11.8,NA,1,100.0,0,0,19.8,NA,1,100.0,0,0,12.1,NA,1,100.0,0,0,20.4,NA,1,100.0,0,0,0,0
29,70%,unit,13431,16234,1.2,NA,1,100.0,1.2,NA,1,100.0,0,0,2.0,NA,1,100.0,0,0,1.2,NA,1,100.0,0,0,2.0,NA,1,100.0,0,0,0,0
31,70%,unit,200,813,0.1,NA,1,100.0,2.5,NA,2301,100.0,263,<0.1,0.4,NA,1,100.0,119,0,0.4,NA,1,100.0,198,<0.1,0.3,NA,1,100.0,428,98,104,0.1
33,70%,unit,4410,6885,0.4,NA,1,100.0,0.4,NA,1,100.0,252,<0.1,0.6,NA,1,100.0,182,0,0.5,NA,1,100.0,0,<0.1,0.6,NA,1,100.0,252,182,0,<0.1
35,70%,unit,200,864,0.1,NA,1,100.0,0.1,NA,1,100.0,192,<0.1,0.1,NA,1,100.0,37,0,0.1,NA,1,100.0,92,<0.1,0.2,NA,1,100.0,192,32,92,<0.1
37,70%,unit,198,808,0.2,NA,1,100.0,0.1,NA,1,100.0,147,<0.1,0.1,NA,1,100.0,36,0,0.3,NA,1,100.0,109,<0.1,0.2,NA,1,100.0,158,31,199,0.1
39,70%,unit,6795,10620,0.8,NA,1,100.0,0.8,NA,1,100.0,465,<0.1,1.1,NA,1,100.0,195,0,0.9,NA,1,100.0,0,0.2,1.3,NA,1,100.0,465,195,0,0.2
41,70%,unit,200,1023,5.2,NA,8001,100.0,1.3,NA,737,100.0,331,<0.1,321.3,NA,284001,100.0,99,0.2,216.5,NA,305001,100.0,218,0.3,1.7,NA,1,100.0,2044,190,194,0.2
43,70%,unit,200,841,12.5,NA,21231,100.0,19.5,NA,17767,100.0,257,0.1,3.0,NA,2890,100.0,125,0,12.9,NA,21231,100.0,112,0.1,1.4,NA,1,100.0,1818,203,140,0.2
45,70%,unit,200,1020,3.8,NA,5638,100.0,0.4,NA,1,100.0,285,<0.1,3.7,NA,4654,100.0,84,<0.1,3.9,NA,5638,100.0,108,<0.1,0.3,NA,1,100.0,311,58,108,0.1
47,70%,unit,200,1093,256.8,NA,452681,100.0,114.6,NA,97001,100.0,286,0.2,1232.0,NA,1329851,100.0,76,1.3,264.1,NA,452681,100.0,107,0.5,5.9,NA,1,100.0,5815,431,217,0.6
49,70%,unit,200,933,0.2,NA,1,100.0,0.5,NA,1,100.0,220,<0.1,0.4,NA,1,100.0,53,0,0.2,NA,1,100.0,116,<0.1,0.3,NA,1,100.0,302,45,219,0.1
51,70%,unit,200,1098,116.6,NA,189001,100.0,385.3,NA,262001,100.0,295,0.6,214.3,NA,155001,100.0,121,0.1,205.5,NA,260001,100.0,312,0.4,1.3,NA,1,100.0,1844,206,207,0.2
53,70%,unit,200,1026,5.4,NA,7421,100.0,8.7,NA,10291,100.0,247,0.1,98.8,NA,107001,100.0,78,0.1,40.2,NA,57001,100.0,191,0.1,2.7,NA,1,100.0,3041,146,139,0.3
55,70%,unit,200,938,0.1,NA,1,100.0,0.2,NA,1,100.0,163,<0.1,0.1,NA,1,100.0,48,0,0.1,NA,1,100.0,99,<0.1,0.2,NA,1,100.0,163,47,99,<0.1
57,70%,unit,200,1160,3523.9,0.2,3252701,0,1466.1,NA,939345,0,296,1.2,547.6,NA,402068,0,119,0.5,3503.2,0.2,3195101,0,116,3.5,209.1,NA,17438,0,28716,6164,116,2.7
59,70%,unit,200,961,0.3,NA,1,100.0,0.3,NA,1,100.0,227,<0.1,0.5,NA,1,100.0,85,0,0.3,NA,1,100.0,102,<0.1,0.2,NA,1,100.0,227,62,102,<0.1
61,70%,unit,200,931,0.2,NA,1,100.0,0.4,NA,1,100.0,240,<0.1,0.1,NA,1,100.0,65,0,0.3,NA,1,100.0,105,<0.1,0.3,NA,1,100.0,441,51,105,0.1
63,70%,unit,200,1011,39.5,NA,76001,100.0,188.2,NA,174001,100.0,265,0.2,14.4,NA,16052,100.0,86,0,40.8,NA,76001,100.0,116,0.1,1.4,NA,1,100.0,1919,130,217,0.2
65,70%,unit,200,1011,43.0,NA,92001,100.0,3.0,NA,2732,100.0,264,<0.1,1.3,NA,719,100.0,86,0,2.0,NA,2226,100.0,211,<0.1,0.7,NA,1,100.0,733,75,116,0.1
67,70%,unit,200,1174,3482.0,0.3,2947773,0,1716.5,NA,1167964,0,307,1.7,746.3,NA,558161,0,147,0.5,3503.0,0.3,2866911,0,440,3.8,259.5,NA,20862,0,29914,9628,130,3.3
69,70%,unit,200,1083,1027.9,NA,1525001,100.0,6.2,NA,4039,100.0,294,<0.1,5.8,NA,5001,100.0,132,0,1050.7,NA,1525001,100.0,115,1.5,1.6,NA,1,100.0,1542,179,115,0.2
71,70%,unit,200,952,0.4,NA,1,100.0,0.2,NA,1,100.0,237,<0.1,0.6,NA,1,100.0,44,0,0.6,NA,1,100.0,153,<0.1,0.3,NA,1,100.0,315,36,111,<0.1
73,70%,unit,200,1078,2.1,NA,1127,100.0,166.3,NA,132539,100.0,289,0.3,10.9,NA,9800,100.0,89,0,2.2,NA,1127,100.0,109,<0.1,1.7,NA,1,100.0,2138,183,109,0.3
75,70%,unit,26300,41500,10.9,NA,1,100.0,11.0,NA,1,100.0,2001,0.1,15.1,NA,1,100.0,261,0,13.8,NA,1,100.0,0,2.8,18.2,NA,1,100.0,2001,261,0,3.1
